geo_name,date_year,date_month,vessel_type,total,ships_from_ukraine,ships_from_russia,ships_through_suez,ships_through_bosphorus,longitude,latitude,iso2,date
DORALEH (DJ),2019,10,Cargo,96,9,3,28,14,43.083333,11.6,DJ,2019-10-01
DORALEH (DJ),2019,10,Tanker,30,0,0,2,0,43.083333,11.6,DJ,2019-10-01
AIN SUKHNA TERMINAL (EG),2019,10,Cargo,9,0,1,5,1,32.366667,29.583333,EG,2019-10-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2019,10,Cargo,221,47,43,14,83,29.833333,31.166667,EG,2019-10-01
AL QUSAYR (EG),2019,10,Cargo,2,0,0,0,0,34.283333,26.1,EG,2019-10-01
AS SUWAYS (EG),2019,10,Cargo,565,78,37,341,121,32.55,29.966667,EG,2019-10-01
BUR SAFAGA (EG),2019,10,Cargo,13,3,1,4,6,33.95,26.733333,EG,2019-10-01
BUR SAID (PORT SAID) (EG),2019,10,Cargo,634,92,55,422,157,32.3,31.266667,EG,2019-10-01
DAMIETTA (EG),2019,10,Cargo,161,31,33,21,63,31.75,31.483333,EG,2019-10-01
EL ISMAILIYA (EG),2019,10,Cargo,228,60,31,163,100,32.283333,30.583333,EG,2019-10-01
EL MAADIYA (EG),2019,10,Cargo,184,43,39,15,72,30.15,31.266667,EG,2019-10-01
EL-ADABIYA (EG),2019,10,Cargo,33,1,0,10,1,32.466667,29.866667,EG,2019-10-01
NUWEIBA EL MUZEIMA (EG),2019,10,Cargo,4,0,0,0,0,34.65,28.966667,EG,2019-10-01
RAS ABU ZANIMAH (EG),2019,10,Cargo,1,0,0,0,0,33.116667,29.033333,EG,2019-10-01
RAS GHARIB (EG),2019,10,Cargo,5,0,0,2,0,33.1,28.35,EG,2019-10-01
RAS SHUKHIER (EG),2019,10,Cargo,5,0,0,2,0,33.283333,28.133333,EG,2019-10-01
SHARM EL SHEIKH (EG),2019,10,Cargo,2,0,0,0,0,34.283333,27.85,EG,2019-10-01
SIDI KERIR (KURAYR) (EG),2019,10,Cargo,1,0,0,0,0,29.616667,31.1,EG,2019-10-01
WADI FEIRAN (EG),2019,10,Cargo,1,0,0,1,0,33.2,28.75,EG,2019-10-01
ZAFARANA TERMINAL (EG),2019,10,Cargo,6,0,0,3,1,32.683333,29.166667,EG,2019-10-01
ZEIT BAY LPG TERMINAL (EG),2019,10,Cargo,5,0,0,2,0,33.566667,27.8,EG,2019-10-01
AIN SUKHNA TERMINAL (EG),2019,10,Tanker,26,0,1,6,1,32.366667,29.583333,EG,2019-10-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2019,10,Tanker,77,4,22,5,28,29.833333,31.166667,EG,2019-10-01
AS SUWAYS (EG),2019,10,Tanker,336,5,18,165,36,32.55,29.966667,EG,2019-10-01
BUR SAID (PORT SAID) (EG),2019,10,Tanker,245,12,30,158,42,32.3,31.266667,EG,2019-10-01
DAMIETTA (EG),2019,10,Tanker,9,3,4,3,4,31.75,31.483333,EG,2019-10-01
EAST ZEIT TERMINAL (EG),2019,10,Tanker,1,0,0,1,0,33.6,27.85,EG,2019-10-01
EL HAMRA OIL TERMINAL (EG),2019,10,Tanker,5,0,0,2,0,28.866667,30.983333,EG,2019-10-01
EL ISMAILIYA (EG),2019,10,Tanker,92,12,9,72,21,32.283333,30.583333,EG,2019-10-01
EL MAADIYA (EG),2019,10,Tanker,4,0,0,1,1,30.15,31.266667,EG,2019-10-01
EL-ADABIYA (EG),2019,10,Tanker,21,0,0,5,0,32.466667,29.866667,EG,2019-10-01
RAS ABU ZANIMAH (EG),2019,10,Tanker,6,0,0,0,0,33.116667,29.033333,EG,2019-10-01
RAS GHARIB (EG),2019,10,Tanker,2,0,0,1,0,33.1,28.35,EG,2019-10-01
RAS SHUKHIER (EG),2019,10,Tanker,7,0,0,1,0,33.283333,28.133333,EG,2019-10-01
RAS SUDR (EG),2019,10,Tanker,1,0,0,0,0,32.7,29.583333,EG,2019-10-01
SIDI KERIR (KURAYR) (EG),2019,10,Tanker,1,1,1,0,1,29.616667,31.1,EG,2019-10-01
WADI FEIRAN (EG),2019,10,Tanker,5,0,0,2,0,33.2,28.75,EG,2019-10-01
ZAFARANA TERMINAL (EG),2019,10,Tanker,3,0,0,1,0,32.683333,29.166667,EG,2019-10-01
ZEIT BAY LPG TERMINAL (EG),2019,10,Tanker,6,0,0,2,0,33.566667,27.8,EG,2019-10-01
ZEIT BAY TERMINAL (EG),2019,10,Tanker,1,0,0,1,0,33.6,27.833333,EG,2019-10-01
KILIFI (KE),2019,10,Cargo,1,0,0,0,0,39.866667,-3.633333,KE,2019-10-01
LAMU (KE),2019,10,Cargo,1,0,0,0,0,40.9,-2.266667,KE,2019-10-01
MALINDI (KE),2019,10,Cargo,1,0,0,0,0,40.133333,-3.216667,KE,2019-10-01
MOMBASA (KE),2019,10,Cargo,110,3,6,6,9,39.666667,-4.066667,KE,2019-10-01
MOMBASA (KE),2019,10,Tanker,20,0,0,2,0,39.666667,-4.066667,KE,2019-10-01
BEIRA (MZ),2019,10,Cargo,50,1,0,1,1,34.833333,-19.833333,MZ,2019-10-01
MAPUTO (MZ),2019,10,Cargo,82,0,0,1,0,32.583333,-25.966667,MZ,2019-10-01
MOCAMBIQUE (MZ),2019,10,Cargo,1,0,0,0,0,40.733333,-15.033333,MZ,2019-10-01
NACALA (MZ),2019,10,Cargo,34,0,2,1,2,40.666667,-14.533333,MZ,2019-10-01
PEBANE (MZ),2019,10,Cargo,3,0,0,0,0,38.15,-17.266667,MZ,2019-10-01
PEMBA (MZ),2019,10,Cargo,2,0,0,0,0,40.5,-12.966667,MZ,2019-10-01
PORTO BELO (MZ),2019,10,Cargo,1,0,0,0,0,37.183333,-17.7,MZ,2019-10-01
QUELIMANE (MZ),2019,10,Cargo,3,0,0,0,0,36.883333,-17.883333,MZ,2019-10-01
BEIRA (MZ),2019,10,Tanker,18,0,0,1,0,34.833333,-19.833333,MZ,2019-10-01
MAPUTO (MZ),2019,10,Tanker,14,0,0,0,0,32.583333,-25.966667,MZ,2019-10-01
NACALA (MZ),2019,10,Tanker,9,0,0,0,0,40.666667,-14.533333,MZ,2019-10-01
PEMBA (MZ),2019,10,Tanker,2,0,0,0,0,40.5,-12.966667,MZ,2019-10-01
ANAPA (RU),2019,10,Cargo,1,0,1,0,0,37.316667,44.883333,RU,2019-10-01
AZOV (RU),2019,10,Cargo,202,46,202,0,121,39.433333,47.1,RU,2019-10-01
GELENDZHIK (RU),2019,10,Cargo,2,1,2,1,2,38.066667,44.55,RU,2019-10-01
KAVKAZ OIL TERMINAL (RU),2019,10,Cargo,598,188,598,12,426,36.65,45.333333,RU,2019-10-01
NOVOROSSIYSK (RU),2019,10,Cargo,188,70,188,21,181,37.783333,44.716667,RU,2019-10-01
ROSTOV-NA-DONU (RU),2019,10,Cargo,325,67,325,0,203,39.716667,47.166667,RU,2019-10-01
TAGANROG (RU),2019,10,Cargo,203,49,203,0,135,38.95,47.2,RU,2019-10-01
TEMRYUK (RU),2019,10,Cargo,36,8,36,0,30,37.35,45.35,RU,2019-10-01
TUAPSE (RU),2019,10,Cargo,49,9,49,3,40,39.066667,44.1,RU,2019-10-01
YEYSK (RU),2019,10,Cargo,121,41,121,0,84,38.266667,46.733333,RU,2019-10-01
ANAPA (RU),2019,10,Tanker,6,2,6,0,2,37.316667,44.883333,RU,2019-10-01
AZOV (RU),2019,10,Tanker,57,11,57,0,7,39.433333,47.1,RU,2019-10-01
GELENDZHIK (RU),2019,10,Tanker,2,0,2,0,1,38.066667,44.55,RU,2019-10-01
KAVKAZ OIL TERMINAL (RU),2019,10,Tanker,218,36,218,5,84,36.65,45.333333,RU,2019-10-01
NOVOROSSIYSK (RU),2019,10,Tanker,150,15,150,16,123,37.783333,44.716667,RU,2019-10-01
ROSTOV-NA-DONU (RU),2019,10,Tanker,123,19,123,0,26,39.716667,47.166667,RU,2019-10-01
TAGANROG (RU),2019,10,Tanker,51,11,51,0,12,38.95,47.2,RU,2019-10-01
TEMRYUK (RU),2019,10,Tanker,32,5,32,0,20,37.35,45.35,RU,2019-10-01
TUAPSE (RU),2019,10,Tanker,54,3,54,2,40,39.066667,44.1,RU,2019-10-01
YEYSK (RU),2019,10,Tanker,30,14,30,0,14,38.266667,46.733333,RU,2019-10-01
AL KHAIR OIL TERMINAL (SD),2019,10,Cargo,57,3,6,9,10,37.25,19.583333,SD,2019-10-01
BESHAYER OIL TERMINAL (SD),2019,10,Cargo,17,0,0,0,0,37.316667,19.4,SD,2019-10-01
SAWAKIN HARBOR (SD),2019,10,Cargo,4,0,0,0,0,37.35,19.133333,SD,2019-10-01
AL KHAIR OIL TERMINAL (SD),2019,10,Tanker,19,1,1,4,2,37.25,19.583333,SD,2019-10-01
Suez (EG),2019,10,Cargo,634,72,34,634,120,32.355877,30.44337,Suez Canal,2019-10-01
Suez (EG),2019,10,Tanker,257,14,22,257,43,32.355877,30.44337,Suez Canal,2019-10-01
CHAKE CHAKE (TZ),2019,10,Cargo,1,0,0,0,0,39.766667,-5.25,TZ,2019-10-01
MIKINDANI (TZ),2019,10,Cargo,4,0,0,0,0,40.133333,-10.266667,TZ,2019-10-01
MJIMWEMA TERMINAL (TZ),2019,10,Cargo,70,0,4,3,5,39.366667,-6.816667,TZ,2019-10-01
TANGA (TZ),2019,10,Cargo,1,0,0,0,0,39.116667,-5.083333,TZ,2019-10-01
ZANZIBAR (TZ),2019,10,Cargo,10,0,1,0,1,39.183333,-6.166667,TZ,2019-10-01
DAR ES SALAAM (TZ),2019,10,Tanker,1,0,0,0,0,39.3,-6.816667,TZ,2019-10-01
MIKINDANI (TZ),2019,10,Tanker,1,0,0,0,0,40.133333,-10.266667,TZ,2019-10-01
MJIMWEMA TERMINAL (TZ),2019,10,Tanker,14,0,0,1,0,39.366667,-6.816667,TZ,2019-10-01
TANGA (TZ),2019,10,Tanker,3,0,0,0,0,39.116667,-5.083333,TZ,2019-10-01
ZANZIBAR (TZ),2019,10,Tanker,7,0,0,0,0,39.183333,-6.166667,TZ,2019-10-01
ALUSHTA (UA),2019,10,Cargo,1,1,1,0,0,34.416667,44.683333,UA,2019-10-01
BALAKLAVA (UA),2019,10,Cargo,3,3,3,0,2,33.6,44.5,UA,2019-10-01
BELGOROD-DNESTROVSKY (UA),2019,10,Cargo,2,2,0,0,2,30.366667,46.183333,UA,2019-10-01
BERDYANSK (UA),2019,10,Cargo,38,38,37,0,37,36.783333,46.75,UA,2019-10-01
CHORNOMORS KE (UA),2019,10,Cargo,1,1,0,0,0,32.7,45.516667,UA,2019-10-01
DNIPRO-BUZKYY (UA),2019,10,Cargo,39,39,5,1,28,31.883333,46.733333,UA,2019-10-01
FEODOSIYA (UA),2019,10,Cargo,1,1,1,0,0,35.433333,45.016667,UA,2019-10-01
ILLICHIVSK (UA),2019,10,Cargo,197,197,44,34,187,30.65,46.3,UA,2019-10-01
IZMAYIL (UA),2019,10,Cargo,98,98,22,0,70,28.85,45.333333,UA,2019-10-01
KERCH (UA),2019,10,Cargo,14,14,14,1,10,36.483333,45.35,UA,2019-10-01
KHERSON (UA),2019,10,Cargo,113,113,28,0,89,32.6,46.616667,UA,2019-10-01
KHORLY (UA),2019,10,Cargo,1,1,0,0,0,33.283333,46.083333,UA,2019-10-01
MARIUPOL (UA),2019,10,Cargo,71,71,71,0,63,37.566667,47.083333,UA,2019-10-01
MYKOLAYIV (UA),2019,10,Cargo,155,155,39,19,147,31.983333,46.95,UA,2019-10-01
ODESA (UA),2019,10,Cargo,49,49,8,12,47,30.733333,46.483333,UA,2019-10-01
RENI (UA),2019,10,Cargo,88,88,20,0,64,28.3,45.433333,UA,2019-10-01
SEVASTOPOL (UA),2019,10,Cargo,5,5,3,0,1,33.533333,44.616667,UA,2019-10-01
SUDAK (UA),2019,10,Cargo,1,1,1,0,1,34.983333,44.85,UA,2019-10-01
UST-DUNAISK (UA),2019,10,Cargo,13,13,8,0,10,29.7,45.466667,UA,2019-10-01
YALTA (UA),2019,10,Cargo,9,9,9,0,8,34.166667,44.483333,UA,2019-10-01
YUZHNYY (UA),2019,10,Cargo,267,267,75,40,254,31.016667,46.6,UA,2019-10-01
DNIPRO-BUZKYY (UA),2019,10,Tanker,6,6,3,0,3,31.883333,46.733333,UA,2019-10-01
FEODOSIYA (UA),2019,10,Tanker,1,1,1,0,0,35.433333,45.016667,UA,2019-10-01
ILLICHIVSK (UA),2019,10,Tanker,21,21,10,2,20,30.65,46.3,UA,2019-10-01
IZMAYIL (UA),2019,10,Tanker,10,10,4,0,8,28.85,45.333333,UA,2019-10-01
KERCH (UA),2019,10,Tanker,5,5,5,0,2,36.483333,45.35,UA,2019-10-01
KHERSON (UA),2019,10,Tanker,12,12,6,0,6,32.6,46.616667,UA,2019-10-01
MARIUPOL (UA),2019,10,Tanker,12,12,12,0,6,37.566667,47.083333,UA,2019-10-01
MYKOLAYIV (UA),2019,10,Tanker,24,24,7,6,20,31.983333,46.95,UA,2019-10-01
ODESA (UA),2019,10,Tanker,19,19,3,3,17,30.733333,46.483333,UA,2019-10-01
RENI (UA),2019,10,Tanker,12,12,4,0,6,28.3,45.433333,UA,2019-10-01
SEVASTOPOL (UA),2019,10,Tanker,1,1,1,0,0,33.533333,44.616667,UA,2019-10-01
UST-DUNAISK (UA),2019,10,Tanker,1,1,1,0,1,29.7,45.466667,UA,2019-10-01
YUZHNYY (UA),2019,10,Tanker,46,46,15,5,35,31.016667,46.6,UA,2019-10-01
Bosphorus (TR),2019,11,Cargo,1374,709,609,123,1374,29.07183305,41.11833286,Bosphorus Strait,2019-11-01
Bosphorus (TR),2019,11,Tanker,389,73,255,47,389,29.07183305,41.11833286,Bosphorus Strait,2019-11-01
DJIBOUTI (DJ),2019,11,Cargo,4,1,0,1,1,43.133333,11.6,DJ,2019-11-01
DORALEH (DJ),2019,11,Cargo,89,8,1,30,11,43.083333,11.6,DJ,2019-11-01
DORALEH (DJ),2019,11,Tanker,30,0,0,1,0,43.083333,11.6,DJ,2019-11-01
AIN SUKHNA TERMINAL (EG),2019,11,Cargo,23,0,0,16,1,32.366667,29.583333,EG,2019-11-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2019,11,Cargo,207,43,36,6,82,29.833333,31.166667,EG,2019-11-01
AL QUSAYR (EG),2019,11,Cargo,5,0,0,0,0,34.283333,26.1,EG,2019-11-01
AS SUWAYS (EG),2019,11,Cargo,543,64,28,334,115,32.55,29.966667,EG,2019-11-01
BUR SAFAGA (EG),2019,11,Cargo,13,0,2,3,2,33.95,26.733333,EG,2019-11-01
BUR SAID (PORT SAID) (EG),2019,11,Cargo,656,98,47,446,155,32.3,31.266667,EG,2019-11-01
DAMIETTA (EG),2019,11,Cargo,133,29,23,25,50,31.75,31.483333,EG,2019-11-01
EL ISMAILIYA (EG),2019,11,Cargo,212,46,24,158,78,32.283333,30.583333,EG,2019-11-01
EL MAADIYA (EG),2019,11,Cargo,169,40,32,7,75,30.15,31.266667,EG,2019-11-01
EL-ADABIYA (EG),2019,11,Cargo,50,5,1,29,9,32.466667,29.866667,EG,2019-11-01
NUWEIBA EL MUZEIMA (EG),2019,11,Cargo,3,0,1,2,1,34.65,28.966667,EG,2019-11-01
RAS ABU ZANIMAH (EG),2019,11,Cargo,4,0,0,2,0,33.116667,29.033333,EG,2019-11-01
RAS GHARIB (EG),2019,11,Cargo,6,1,0,3,2,33.1,28.35,EG,2019-11-01
RAS SHUKHIER (EG),2019,11,Cargo,13,4,1,8,4,33.283333,28.133333,EG,2019-11-01
RAS SUDR (EG),2019,11,Cargo,1,0,0,1,0,32.7,29.583333,EG,2019-11-01
SHARM EL SHEIKH (EG),2019,11,Cargo,1,0,1,1,1,34.283333,27.85,EG,2019-11-01
SIDI KERIR (KURAYR) (EG),2019,11,Cargo,2,1,0,0,1,29.616667,31.1,EG,2019-11-01
WADI FEIRAN (EG),2019,11,Cargo,6,1,0,4,1,33.2,28.75,EG,2019-11-01
ZAFARANA TERMINAL (EG),2019,11,Cargo,28,5,0,16,5,32.683333,29.166667,EG,2019-11-01
ZEIT BAY LPG TERMINAL (EG),2019,11,Cargo,4,1,0,3,1,33.566667,27.8,EG,2019-11-01
AIN SUKHNA TERMINAL (EG),2019,11,Tanker,31,0,1,10,1,32.366667,29.583333,EG,2019-11-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2019,11,Tanker,68,4,15,7,20,29.833333,31.166667,EG,2019-11-01
AS SUWAYS (EG),2019,11,Tanker,341,3,23,178,33,32.55,29.966667,EG,2019-11-01
BUR SAID (PORT SAID) (EG),2019,11,Tanker,266,13,32,170,47,32.3,31.266667,EG,2019-11-01
DAMIETTA (EG),2019,11,Tanker,4,0,0,0,0,31.75,31.483333,EG,2019-11-01
EL HAMRA OIL TERMINAL (EG),2019,11,Tanker,3,0,0,2,0,28.866667,30.983333,EG,2019-11-01
EL ISMAILIYA (EG),2019,11,Tanker,86,6,14,64,20,32.283333,30.583333,EG,2019-11-01
EL MAADIYA (EG),2019,11,Tanker,5,0,0,3,0,30.15,31.266667,EG,2019-11-01
EL-ADABIYA (EG),2019,11,Tanker,28,1,0,11,1,32.466667,29.866667,EG,2019-11-01
RAS ABU ZANIMAH (EG),2019,11,Tanker,8,0,0,2,0,33.116667,29.033333,EG,2019-11-01
RAS GHARIB (EG),2019,11,Tanker,3,1,0,2,1,33.1,28.35,EG,2019-11-01
RAS SHUKHIER (EG),2019,11,Tanker,7,1,0,3,1,33.283333,28.133333,EG,2019-11-01
RAS SUDR (EG),2019,11,Tanker,1,0,0,0,0,32.7,29.583333,EG,2019-11-01
SIDI KERIR (KURAYR) (EG),2019,11,Tanker,2,0,1,0,1,29.616667,31.1,EG,2019-11-01
WADI FEIRAN (EG),2019,11,Tanker,5,0,0,1,1,33.2,28.75,EG,2019-11-01
ZAFARANA TERMINAL (EG),2019,11,Tanker,16,0,1,6,1,32.683333,29.166667,EG,2019-11-01
ZEIT BAY LPG TERMINAL (EG),2019,11,Tanker,4,0,0,2,0,33.566667,27.8,EG,2019-11-01
ZEIT BAY TERMINAL (EG),2019,11,Tanker,1,0,0,0,0,33.6,27.833333,EG,2019-11-01
KILIFI (KE),2019,11,Cargo,3,1,0,0,1,39.866667,-3.633333,KE,2019-11-01
LAMU (KE),2019,11,Cargo,1,0,0,0,0,40.9,-2.266667,KE,2019-11-01
MALINDI (KE),2019,11,Cargo,1,0,0,0,0,40.133333,-3.216667,KE,2019-11-01
MOMBASA (KE),2019,11,Cargo,103,3,5,6,7,39.666667,-4.066667,KE,2019-11-01
MOMBASA (KE),2019,11,Tanker,25,0,0,0,0,39.666667,-4.066667,KE,2019-11-01
BEIRA (MZ),2019,11,Cargo,51,0,1,1,1,34.833333,-19.833333,MZ,2019-11-01
CHINDE (MZ),2019,11,Cargo,2,0,0,0,0,36.5,-18.566667,MZ,2019-11-01
IBO (MZ),2019,11,Cargo,1,0,0,0,0,40.616667,-12.333333,MZ,2019-11-01
INHAMBANE (MZ),2019,11,Cargo,4,0,0,0,0,35.4,-23.916667,MZ,2019-11-01
MAPUTO (MZ),2019,11,Cargo,77,0,2,2,2,32.583333,-25.966667,MZ,2019-11-01
MOCAMBIQUE (MZ),2019,11,Cargo,10,0,0,1,0,40.733333,-15.033333,MZ,2019-11-01
NACALA (MZ),2019,11,Cargo,32,0,2,1,2,40.666667,-14.533333,MZ,2019-11-01
PEBANE (MZ),2019,11,Cargo,2,0,0,0,0,38.15,-17.266667,MZ,2019-11-01
PEMBA (MZ),2019,11,Cargo,3,0,0,0,0,40.5,-12.966667,MZ,2019-11-01
QUELIMANE (MZ),2019,11,Cargo,3,0,0,0,0,36.883333,-17.883333,MZ,2019-11-01
BEIRA (MZ),2019,11,Tanker,15,0,0,0,0,34.833333,-19.833333,MZ,2019-11-01
MAPUTO (MZ),2019,11,Tanker,13,0,0,0,0,32.583333,-25.966667,MZ,2019-11-01
MOCAMBIQUE (MZ),2019,11,Tanker,2,0,0,0,0,40.733333,-15.033333,MZ,2019-11-01
NACALA (MZ),2019,11,Tanker,8,0,0,0,0,40.666667,-14.533333,MZ,2019-11-01
PEMBA (MZ),2019,11,Tanker,1,0,0,0,0,40.5,-12.966667,MZ,2019-11-01
ANAPA (RU),2019,11,Cargo,1,0,1,0,0,37.316667,44.883333,RU,2019-11-01
AZOV (RU),2019,11,Cargo,171,46,171,0,108,39.433333,47.1,RU,2019-11-01
GELENDZHIK (RU),2019,11,Cargo,6,2,6,0,5,38.066667,44.55,RU,2019-11-01
KAVKAZ OIL TERMINAL (RU),2019,11,Cargo,521,178,521,8,383,36.65,45.333333,RU,2019-11-01
NOVOROSSIYSK (RU),2019,11,Cargo,193,64,193,16,183,37.783333,44.716667,RU,2019-11-01
ROSTOV-NA-DONU (RU),2019,11,Cargo,273,63,273,0,176,39.716667,47.166667,RU,2019-11-01
SOCHI (RU),2019,11,Cargo,1,0,1,0,1,39.733333,43.583333,RU,2019-11-01
TAGANROG (RU),2019,11,Cargo,187,55,187,0,123,38.95,47.2,RU,2019-11-01
TEMRYUK (RU),2019,11,Cargo,34,8,34,0,29,37.35,45.35,RU,2019-11-01
TUAPSE (RU),2019,11,Cargo,42,9,42,0,31,39.066667,44.1,RU,2019-11-01
YEYSK (RU),2019,11,Cargo,147,40,147,0,104,38.266667,46.733333,RU,2019-11-01
ANAPA (RU),2019,11,Tanker,4,2,4,0,2,37.316667,44.883333,RU,2019-11-01
AZOV (RU),2019,11,Tanker,33,4,33,0,6,39.433333,47.1,RU,2019-11-01
GELENDZHIK (RU),2019,11,Tanker,3,0,3,0,0,38.066667,44.55,RU,2019-11-01
KAVKAZ OIL TERMINAL (RU),2019,11,Tanker,201,37,201,5,86,36.65,45.333333,RU,2019-11-01
NOVOROSSIYSK (RU),2019,11,Tanker,141,9,141,20,111,37.783333,44.716667,RU,2019-11-01
ROSTOV-NA-DONU (RU),2019,11,Tanker,99,15,99,0,27,39.716667,47.166667,RU,2019-11-01
TAGANROG (RU),2019,11,Tanker,39,8,39,0,10,38.95,47.2,RU,2019-11-01
TEMRYUK (RU),2019,11,Tanker,30,4,30,0,18,37.35,45.35,RU,2019-11-01
TUAPSE (RU),2019,11,Tanker,56,7,56,6,48,39.066667,44.1,RU,2019-11-01
YEYSK (RU),2019,11,Tanker,30,8,30,0,11,38.266667,46.733333,RU,2019-11-01
AL KHAIR OIL TERMINAL (SD),2019,11,Cargo,45,3,0,5,5,37.25,19.583333,SD,2019-11-01
BESHAYER OIL TERMINAL (SD),2019,11,Cargo,13,0,0,0,0,37.316667,19.4,SD,2019-11-01
SAWAKIN HARBOR (SD),2019,11,Cargo,5,0,0,0,0,37.35,19.133333,SD,2019-11-01
AL KHAIR OIL TERMINAL (SD),2019,11,Tanker,19,0,1,6,2,37.25,19.583333,SD,2019-11-01
BESHAYER OIL TERMINAL (SD),2019,11,Tanker,3,0,0,1,0,37.316667,19.4,SD,2019-11-01
SAWAKIN HARBOR (SD),2019,11,Tanker,1,0,0,0,0,37.35,19.133333,SD,2019-11-01
Suez (EG),2019,11,Cargo,622,71,29,622,113,32.355877,30.44337,Suez Canal,2019-11-01
Suez (EG),2019,11,Tanker,259,8,28,259,41,32.355877,30.44337,Suez Canal,2019-11-01
CHAKE CHAKE (TZ),2019,11,Cargo,6,0,0,0,0,39.766667,-5.25,TZ,2019-11-01
MIKINDANI (TZ),2019,11,Cargo,6,0,0,0,0,40.133333,-10.266667,TZ,2019-11-01
MJIMWEMA TERMINAL (TZ),2019,11,Cargo,79,0,2,6,3,39.366667,-6.816667,TZ,2019-11-01
TANGA (TZ),2019,11,Cargo,3,0,0,0,0,39.116667,-5.083333,TZ,2019-11-01
ZANZIBAR (TZ),2019,11,Cargo,11,0,0,0,0,39.183333,-6.166667,TZ,2019-11-01
MIKINDANI (TZ),2019,11,Tanker,1,0,0,0,0,40.133333,-10.266667,TZ,2019-11-01
MJIMWEMA TERMINAL (TZ),2019,11,Tanker,16,0,0,1,0,39.366667,-6.816667,TZ,2019-11-01
TANGA (TZ),2019,11,Tanker,4,0,0,0,0,39.116667,-5.083333,TZ,2019-11-01
ZANZIBAR (TZ),2019,11,Tanker,10,0,0,0,0,39.183333,-6.166667,TZ,2019-11-01
ALUSHTA (UA),2019,11,Cargo,2,2,2,0,0,34.416667,44.683333,UA,2019-11-01
BALAKLAVA (UA),2019,11,Cargo,6,6,4,0,3,33.6,44.5,UA,2019-11-01
BELGOROD-DNESTROVSKY (UA),2019,11,Cargo,2,2,2,0,1,30.366667,46.183333,UA,2019-11-01
BERDYANSK (UA),2019,11,Cargo,36,36,35,0,33,36.783333,46.75,UA,2019-11-01
CHORNOMORS KE (UA),2019,11,Cargo,1,1,0,0,0,32.7,45.516667,UA,2019-11-01
DNIPRO-BUZKYY (UA),2019,11,Cargo,36,36,7,0,27,31.883333,46.733333,UA,2019-11-01
FEODOSIYA (UA),2019,11,Cargo,3,3,2,0,1,35.433333,45.016667,UA,2019-11-01
ILLICHIVSK (UA),2019,11,Cargo,201,201,40,34,184,30.65,46.3,UA,2019-11-01
IZMAYIL (UA),2019,11,Cargo,96,96,19,0,75,28.85,45.333333,UA,2019-11-01
KERCH (UA),2019,11,Cargo,5,5,5,0,3,36.483333,45.35,UA,2019-11-01
KHERSON (UA),2019,11,Cargo,108,108,14,1,82,32.6,46.616667,UA,2019-11-01
MARIUPOL (UA),2019,11,Cargo,77,77,77,0,61,37.566667,47.083333,UA,2019-11-01
MYKOLAYIV (UA),2019,11,Cargo,153,153,32,12,148,31.983333,46.95,UA,2019-11-01
ODESA (UA),2019,11,Cargo,61,61,18,8,57,30.733333,46.483333,UA,2019-11-01
RENI (UA),2019,11,Cargo,87,87,19,0,62,28.3,45.433333,UA,2019-11-01
SEVASTOPOL (UA),2019,11,Cargo,5,5,2,0,0,33.533333,44.616667,UA,2019-11-01
SUDAK (UA),2019,11,Cargo,4,4,4,0,2,34.983333,44.85,UA,2019-11-01
UST-DUNAISK (UA),2019,11,Cargo,16,16,5,0,9,29.7,45.466667,UA,2019-11-01
YALTA (UA),2019,11,Cargo,5,5,5,0,4,34.166667,44.483333,UA,2019-11-01
YEVPATORIYA (UA),2019,11,Cargo,1,1,1,0,0,33.383333,45.2,UA,2019-11-01
YUZHNYY (UA),2019,11,Cargo,254,254,48,39,238,31.016667,46.6,UA,2019-11-01
DNIPRO-BUZKYY (UA),2019,11,Tanker,4,4,1,0,1,31.883333,46.733333,UA,2019-11-01
ILLICHIVSK (UA),2019,11,Tanker,26,26,8,3,22,30.65,46.3,UA,2019-11-01
IZMAYIL (UA),2019,11,Tanker,6,6,1,0,4,28.85,45.333333,UA,2019-11-01
KERCH (UA),2019,11,Tanker,5,5,5,0,2,36.483333,45.35,UA,2019-11-01
KHERSON (UA),2019,11,Tanker,7,7,1,0,1,32.6,46.616667,UA,2019-11-01
MARIUPOL (UA),2019,11,Tanker,11,11,11,0,2,37.566667,47.083333,UA,2019-11-01
MYKOLAYIV (UA),2019,11,Tanker,19,19,3,2,15,31.983333,46.95,UA,2019-11-01
ODESA (UA),2019,11,Tanker,18,18,3,2,15,30.733333,46.483333,UA,2019-11-01
RENI (UA),2019,11,Tanker,10,10,2,0,5,28.3,45.433333,UA,2019-11-01
UST-DUNAISK (UA),2019,11,Tanker,3,3,1,0,2,29.7,45.466667,UA,2019-11-01
YUZHNYY (UA),2019,11,Tanker,31,31,6,5,22,31.016667,46.6,UA,2019-11-01
Bosphorus (TR),2019,12,Cargo,1471,738,661,133,1471,29.07183305,41.11833286,Bosphorus Strait,2019-12-01
Bosphorus (TR),2019,12,Tanker,432,75,275,42,432,29.07183305,41.11833286,Bosphorus Strait,2019-12-01
DJIBOUTI (DJ),2019,12,Cargo,13,2,1,3,3,43.133333,11.6,DJ,2019-12-01
